x,y,id
7.81042,47.985524,270
7.848553,48.00751,272
7.853964,47.98272,273
7.835559,48.000555,274
7.85496,48.01558,277
7.894779,47.985153,278
7.83212,48.003263,281
7.855339,47.999278,283
7.822172,48.011981,285
7.850149,48.014266,287
7.842709,48.00434,289
7.855506,47.997241,291
7.799035,47.98224,292
7.860428,48.01102,294
7.835823,47.996791,295
7.848232,47.981943,296
7.811567,47.98646,297
7.835769,48.00057,298
7.835679,48.000462,299
7.864269,48.005496,300
7.8090020000000004,48.011384,302
7.831009,47.983003,304
7.815699,47.993145,305
7.844398,47.991465,307
7.82129,48.006881,308
7.814838,47.994714,309
7.807727,47.98308,314
7.858902,47.99786,315
7.86013,48.002397,319
7.828522,47.97611,425
7.81682,48.019018,426
7.820277,47.98512,427
7.81684,48.019026,429
7.835191,48.012841,430
7.794149,47.99838,431
7.832863,47.983323,433
7.846304,47.988679,436
7.853404,48.00821,439
7.892422,47.985171,440
7.837309,47.99111,441
7.829809,47.996347,442
7.81148,47.994904,443
7.893823,47.9846,444
7.81929,47.979399,445
7.845822,47.993518,446
7.80791,47.983086,448
7.820047,47.98518,449
