x,y,id
9.936814,51.532802,1461
11.018041,50.97232,1348
9.9364333,51.5451316,1015
11.035216,50.978792,1420
9.9332566,51.5300416,1091
11.024849,50.977447,1398
7.849414,47.985518,1280
7.809849,48.012392,1449
11.055896,50.97106,1238
9.9363283,51.5452416,1061
11.033641,50.9781,1478
11.046923,50.980132,1357
9.939363,51.529522,1305
9.9563066,51.5457483,1060
11.026288,50.991467,1229
7.801928,47.980786,1406
7.802869,47.990737,1458
9.932855,51.530108,1367
9.934289,51.549805,1320
11.032821,50.974366,1234
7.828946,48.004464,1510
9.931122,51.53734,1388
7.823938,47.989196,1522
7.846691,47.995361,1538
11.03137,50.972802,1384
11.04062,50.970793,1425
9.943199,51.54013,1426
11.037496,50.977667,1237
11.01319,50.989469,1345
9.9440599,51.52565,1080
9.9474033,51.5531316,1095
9.93883,51.5295833,1017
7.880219,47.988699,1290
7.795999,47.980179,1264
9.937863,51.520519,1361
7.854475,47.997023,1473
9.931636,51.539341,1460
9.936426599999999,51.5452933,1046
11.019716,50.974887,1269
7.894152,47.983607,1499
9.938065,51.5491216,1041
7.854652,47.991763,1535
11.038274,50.976096,1445
9.912575,51.538955,1381
9.923171,51.535846,1431
7.893393,47.98482,1540
7.82894,47.971641,1278
7.847533,47.986602,1519
11.029682,51.00262,1349
11.024975,50.977625,1533
9.9350799,51.5489283,1039
9.9532083,51.531445,1098
11.063294,50.958917,1350
9.937233,51.562986,1266
7.867998,48.042989,1415
9.94205,51.560403,1390
7.893124,47.986914,1437
9.936666,51.534833,1376
7.820992,47.988565,1351
9.940548,51.554345,1416
11.0279,50.979316,1414
9.9415633,51.5532816,1078
9.961611,51.519711,1468
11.020183,50.986236,1242
11.034084,50.982335,1284
11.009999,50.972989,1369
9.941738299999999,51.559355,1069
9.953336,51.530493,1235
9.9591383,51.5477816,1063
11.041415,50.971057,1386
9.944491,51.563225,1212
9.9315749,51.559585,1049
11.034938,50.97817,1404
9.951437,51.559495,1245
11.025981,50.983486,1401
9.940383299999999,51.5225866,1089
7.812084,47.989547,1455
11.038719,50.973228,1239
11.037474,50.977636,1448
11.009322,50.994816,1496
7.892429,47.988023,1470
9.9363083,51.5452416,1002
7.848987,47.981453,1477
7.802861,47.990768,1511
9.939599,51.555532,1213
11.035184,50.978324,1417
7.823914,47.989215,1486
9.958889,51.549383,1225
9.9524133,51.515625,1088
11.036993,50.974174,1489
9.941356,51.563509,1373
7.848907,47.981541,1299
7.801691,47.988565,1370
11.027317,50.973783,1354
9.927129,51.525007,1380
11.030102,50.974429,1383
11.036201,50.973366,1500
9.9322333,51.5387766,1044
9.942759,51.519958,1244
11.037388,50.977793,1440
9.954012,51.526927,1329
9.9350766,51.5360783,1010
9.953547,51.509641,1490
7.853208,48.000461,1495
9.922472,51.535873,1277
11.035092,50.978409,1250
7.849895,47.985174,1539
7.832272,47.992553,1316
11.020886,50.976597,1515
9.922961599999999,51.5293583,1001
9.944724899999999,51.559419999999996,1058
9.957278299999999,51.5130783,1064
9.9319133,51.5463649,1050
11.044679,50.987461,1204
9.955246,51.5417,1202
7.831055,48.00952,1333
9.936225,51.545275,1327
7.827648,48.010229,1439
7.848806,48.007835,1293
9.953479999999999,51.509801599999996,1040
9.95692,51.519385,1072
11.025224,50.977816,1233
11.040895,50.970857,1502
9.934131599999999,51.562406599999996,1035
7.820691,48.015321,1546
7.812941,48.01137,1257
9.93488,51.549189,1429
9.927846599999999,51.5303233,1077
9.9229983,51.5363033,1059
7.851736,47.983878,1520
7.830039,47.972451,1289
9.9319166,51.5583716,1036
11.011513,50.991161,1464
11.019412,50.98949,1203
9.961296599999999,51.520321599999995,1020
7.803585,47.980624,1424
11.022037,50.980414,1402
11.02432,50.966571,1371
9.9377599,51.531896599999996,1019
9.932679,51.549496,1532
7.859679,48.023949,1505
9.946144,51.536207,1206
9.9584616,51.5210516,1068
11.016482,50.987778,1261
11.030136,50.987263,1318
9.9236466,51.536648299999996,1023
11.055978,50.968402,1427
11.000733,51.001462,1411
7.848859,47.992287,1314
11.037765,50.972866,1297
9.9690383,51.5188749,1027
9.9236266,51.536591599999994,1038
7.862998,48.014102,1273
11.033373,51.003378,1302
7.869137,47.988344,1550
11.03224,50.977893,1446
11.026623,50.976034,1227
9.934791599999999,51.548893299999996,1097
11.032604,50.978451,1256
7.823007,48.006455,1288
7.813002,48.014256,1300
9.9583966,51.519473299999994,1055
9.9339066,51.54725,1008
11.040298,50.985279,1364
9.9524116,51.5336833,1082
11.056072,50.967098,1518
7.809741,47.98977,1450
7.813637,47.989144,1265
11.034919,50.97829,1549
9.935063,51.548728,1536
7.87343,47.990156,1454
11.017751,50.977708,1330
9.938723,51.555968,1272
11.005996,50.975117,1475
7.86788,48.010943,1295
9.937452,51.53291,1394
11.033714,50.974537,1355
9.940913,51.534811,1428
9.957821,51.520842,1259
7.822002,47.989815,1271
7.812982,47.980712,1311
9.927319,51.541497,1207
9.939338,51.565607,1209
9.9482383,51.552924999999995,1084
11.027894,50.979323,1392
9.9364633,51.53472,1006
11.046099,50.971593,1240
9.9311133,51.532438299999995,1073
11.018607,50.982827,1323
11.010411,50.972543,1205
7.820988,47.985249,1422
11.037605,50.97586,1363
11.019355,50.974772,1368
9.934102,51.549696,1372
11.020031,50.981989,1488
11.029519,50.962401,1389
7.853306,48.02083,1410
9.92217,51.541165,1466
9.935771599999999,51.5228,1029
7.821804,47.985387,1516
9.93915,51.539114899999994,1032
11.010073,50.972811,1356
9.947446,51.540465,1231
7.894744,47.984386,1267
9.93339,51.556396,1342
9.955881,51.54133,1395
9.939014,51.554031,1444
7.79562,47.98029,1501
9.968023299999999,51.5121999,1052
7.854631,47.99163,1255
9.935764,51.522779,1324
9.9347599,51.5489083,1070
11.055487,50.968818,1249
11.0392,50.976474,1307
9.943739,51.562078,1418
11.063258,50.958601,1304
11.023999,50.978132,1210
9.957806,51.520533,1211
11.032189,50.977835,1542
9.934845,51.548825,1081
7.850034,47.988859,1215
7.849937,47.985086,1405
11.021712,50.975757,1251
9.939286,51.553478,1236
7.852953,48.009552,1487
11.048354,50.98007,1399
7.854276,47.990008,1385
7.859318,48.024653,1438
11.010241,50.972856,1313
7.846453,47.996559,1506
11.032129,51.005515,1335
7.8135,47.993031,1527
7.842078,47.997312,1524
11.022803,50.97735,1221
7.857494,47.991604,1312
9.93498,51.5489666,1075
9.961052,51.548211,1262
11.039865,50.971486,1276
9.938021599999999,51.5715983,1096
11.033645,51.00229,1374
7.810169,48.012841,1413
11.027285,50.99172,1462
11.039915,50.971353,1509
7.809686,47.993468,1317
7.825402,47.975116,1253
7.854697,47.991605,1407
7.840393,48.00235,1254
7.854458,47.997006,1513
11.017904,50.964971,1343
9.9141233,51.5370099,1048
7.813145,47.989662,1485
11.039767,50.98137,1241
11.022481,50.977444,1469
7.84904,47.981538,1252
7.814171,47.993765,1512
11.036288,50.981003,1346
7.874539,47.991702,1491
9.958443299999999,51.5208966,1042
7.7952,47.977418,1274
7.854421,47.997035,1541
7.832161,48.009683,1217
11.052918,50.981474,1382
7.808602,47.990674,1545
11.037055,50.978795,1260
9.9477966,51.5343333,1030
11.018381,50.975266,1393
7.854546,47.992366,1419
11.020637,50.982711,1332
9.959803299999999,51.5240733,1005
11.03781,50.983948,1359
11.020559,50.982865,1247
11.032233,51.005509000000004,1337
7.857801,48.019237,1281
7.818101,47.987222,1476
9.9381983,51.5723816,1066
11.040286,50.98091,1435
7.85285,48.017034,1480
11.027369,50.998315,1201
9.9335816,51.5279866,1004
11.020056,50.975116,1353
9.948344,51.552873,1360
7.865346,48.016918,1338
11.009554,50.974892,1358
11.036003,51.002698,1378
7.826716,48.009209,1336
11.035209,50.978415,1397
9.961245,51.520298,1220
11.040779,50.974371,1226
11.018474,50.969643,1463
7.83037,47.979783,1544
11.022712,50.977137,1200
11.045809,50.979413,1228
11.037242000000001,50.977761,1459
7.803385,47.990556,1493
7.813243,47.990893,1340
7.866132,48.005228,1528
